Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
InviteSubscribers,Chrome 73.0.3683.103,,,2019-04-20 17:53:29,2019-04-20 17:54:19,49.753s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 17:53:30,2019-04-20 17:54:07,37.191s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 17:53:30,2019-04-20 17:53:33,3.340s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 17:53:33,2019-04-20 17:53:34,0.134s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 17:53:34,2019-04-20 17:53:43,8.959s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:53:43,2019-04-20 17:53:43,0.528s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 17:53:43,2019-04-20 17:53:44,0.837s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:53:44,2019-04-20 17:53:44,0.313s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 17:53:44,2019-04-20 17:53:45,0.259s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 17:53:45,2019-04-20 17:53:45,0.152s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 17:53:45,2019-04-20 17:54:03,18.444s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 17:54:03,2019-04-20 17:54:03,0.242s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 17:54:03,2019-04-20 17:54:06,3.027s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:54:06,2019-04-20 17:54:07,0.175s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:54:07,2019-04-20 17:54:07,0.197s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 17:54:07,2019-04-20 17:54:08,1.471s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:54:07,2019-04-20 17:54:07,0.190s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:54:07,2019-04-20 17:54:08,1.012s,PASSED
,,,,,,,
