Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Message Us,Chrome 73.0.3683.103,,,2019-04-21 04:03:36,2019-04-21 04:04:36,59.888s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 04:03:37,2019-04-21 04:04:23,46.256s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 04:03:37,2019-04-21 04:03:41,3.423s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 04:03:41,2019-04-21 04:03:41,0.151s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 04:03:41,2019-04-21 04:03:57,16.127s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:03:57,2019-04-21 04:03:58,0.656s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:03:58,2019-04-21 04:03:59,1.019s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:03:59,2019-04-21 04:03:59,0.578s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 04:03:59,2019-04-21 04:04:00,0.312s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 04:04:00,2019-04-21 04:04:00,0.207s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 04:04:00,2019-04-21 04:04:19,19.166s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 04:04:19,2019-04-21 04:04:19,0.357s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 04:04:19,2019-04-21 04:04:22,3.040s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:04:22,2019-04-21 04:04:23,0.268s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:04:23,2019-04-21 04:04:23,0.397s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 04:04:23,2019-04-21 04:04:25,1.494s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:04:23,2019-04-21 04:04:24,0.220s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:04:24,2019-04-21 04:04:25,1.009s,PASSED
,,,,,,,
Test Cases/Message Us/TC11016,Chrome 73.0.3683.103,,,2019-04-21 04:04:25,2019-04-21 04:04:27,2.168s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:25,2019-04-21 04:04:27,2.001s,FAILED
,,,,,,,
Test Cases/Message Us/TC11021,Chrome 73.0.3683.103,,,2019-04-21 04:04:27,2019-04-21 04:04:29,1.993s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:27,2019-04-21 04:04:29,1.608s,FAILED
,,,,,,,
Test Cases/Message Us/TC11017,Chrome 73.0.3683.103,,,2019-04-21 04:04:29,2019-04-21 04:04:31,1.801s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:29,2019-04-21 04:04:31,1.548s,FAILED
,,,,,,,
Test Cases/Message Us/TC11018,Chrome 73.0.3683.103,,,2019-04-21 04:04:31,2019-04-21 04:04:33,1.995s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:31,2019-04-21 04:04:33,1.786s,FAILED
,,,,,,,
Test Cases/Message Us/TC11019,Chrome 73.0.3683.103,,,2019-04-21 04:04:33,2019-04-21 04:04:35,1.935s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:33,2019-04-21 04:04:35,1.571s,FAILED
,,,,,,,
Test Cases/Message Us/TC11020,Chrome 73.0.3683.103,,,2019-04-21 04:04:35,2019-04-21 04:04:36,1.702s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:04:35,2019-04-21 04:04:36,1.529s,FAILED
