Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ManagePages,Chrome 73.0.3683.103,,,2019-04-21 02:09:54,2019-04-21 02:12:12,2m - 18.131s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 02:09:54,2019-04-21 02:10:52,58.115s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 02:09:55,2019-04-21 02:10:07,12.844s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 02:10:07,2019-04-21 02:10:08,0.127s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 02:10:08,2019-04-21 02:10:18,10.433s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 02:10:18,2019-04-21 02:10:19,0.539s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:19,2019-04-21 02:10:20,1.050s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 02:10:20,2019-04-21 02:10:20,0.401s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 02:10:20,2019-04-21 02:10:20,0.314s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:20,2019-04-21 02:10:21,0.200s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 02:10:21,2019-04-21 02:10:49,28.012s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:49,2019-04-21 02:10:49,0.194s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 02:10:49,2019-04-21 02:10:52,3.037s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:52,2019-04-21 02:10:52,0.251s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:52,2019-04-21 02:10:52,0.206s,PASSED
,,,,,,,
Test Cases/Welcome messages/open Manage Pages,Chrome 73.0.3683.103,,,2019-04-21 02:10:52,2019-04-21 02:10:54,1.475s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Manage Pages""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:53,2019-04-21 02:10:53,0.192s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 02:10:53,2019-04-21 02:10:54,1.003s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0402,Chrome 73.0.3683.103,Test documentation link,,2019-04-21 02:10:54,2019-04-21 02:10:57,2.994s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:10:54,2019-04-21 02:10:57,2.643s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_documentation (1)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:57,2019-04-21 02:10:57,0.233s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0403,Chrome 73.0.3683.103,Test video tutorial,,2019-04-21 02:10:57,2019-04-21 02:11:00,2.923s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:10:57,2019-04-21 02:10:59,2.441s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_video tutorial (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 02:10:59,2019-04-21 02:11:00,0.265s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0404,Chrome 73.0.3683.103,View all pages,,2019-04-21 02:11:00,2019-04-21 02:11:05,5.320s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:11:00,2019-04-21 02:11:03,2.789s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 02:11:03,2019-04-21 02:11:05,2.008s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 02:11:05,2019-04-21 02:11:05,0.082s,PASSED
"Table = driver.findElements(By.xpath(""//table/tbody/tr""))",Chrome 73.0.3683.103,,,2019-04-21 02:11:05,2019-04-21 02:11:05,0.065s,PASSED
"verifyGreaterThanOrEqual(Table.size(), 1)",Chrome 73.0.3683.103,,,2019-04-21 02:11:05,2019-04-21 02:11:05,0.022s,PASSED
println(Table.size()),Chrome 73.0.3683.103,,,2019-04-21 02:11:05,2019-04-21 02:11:05,0.014s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0405,Chrome 73.0.3683.103,Search pages,,2019-04-21 02:11:05,2019-04-21 02:11:11,5.480s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:11:05,2019-04-21 02:11:08,2.536s,PASSED
"setText(findTestObject(""Object Repository/Page_KiboEngage  Page/input_generalSearch""), ""production new"")",Chrome 73.0.3683.103,,,2019-04-21 02:11:08,2019-04-21 02:11:09,0.564s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 02:11:09,2019-04-21 02:11:11,2.003s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 02:11:11,2019-04-21 02:11:11,0.001s,PASSED
"Table = driver.findElements(By.xpath(""//table/tbody/tr""))",Chrome 73.0.3683.103,,,2019-04-21 02:11:11,2019-04-21 02:11:11,0.020s,PASSED
"verifyGreaterThanOrEqual(Table.size(), 1)",Chrome 73.0.3683.103,,,2019-04-21 02:11:11,2019-04-21 02:11:11,0.036s,FAILED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0406,Chrome 73.0.3683.103,Test pagination (next page),,2019-04-21 02:11:11,2019-04-21 02:11:17,6.846s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:11:11,2019-04-21 02:11:13,2.437s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 02:11:13,2019-04-21 02:11:15,2.003s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_next""))",Chrome 73.0.3683.103,,,2019-04-21 02:11:15,2019-04-21 02:11:15,0.159s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 02:11:15,2019-04-21 02:11:17,2.004s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 02:11:17,2019-04-21 02:11:17,0.001s,PASSED
"rows_table = driver.findElements(By.xpath(""//table/tbody/tr""))",Chrome 73.0.3683.103,,,2019-04-21 02:11:17,2019-04-21 02:11:17,0.031s,PASSED
println(rows_table.size()),Chrome 73.0.3683.103,,,2019-04-21 02:11:17,2019-04-21 02:11:17,0.001s,PASSED
"verifyGreaterThanOrEqual(rows_table.size(), 1)",Chrome 73.0.3683.103,,,2019-04-21 02:11:17,2019-04-21 02:11:17,0.005s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0407,Chrome 73.0.3683.103,Test pagination (previous page),,2019-04-21 02:11:17,2019-04-21 02:11:23,5.057s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 02:11:18,2019-04-21 02:11:20,2.459s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_next""))",Chrome 73.0.3683.103,,,2019-04-21 02:11:20,2019-04-21 02:11:20,0.156s,PASSED
