Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
greetingText,Chrome 73.0.3683.103,,,2019-04-21 07:26:01,2019-04-21 07:27:01,1m - 0.341s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:26:01,2019-04-21 07:26:28,27.099s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:26:01,2019-04-21 07:26:04,2.473s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:26:04,2019-04-21 07:26:04,0.134s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:04,2019-04-21 07:26:11,6.971s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:11,2019-04-21 07:26:12,0.569s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:12,2019-04-21 07:26:13,1.037s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:13,2019-04-21 07:26:13,0.263s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:26:13,2019-04-21 07:26:13,0.239s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:13,2019-04-21 07:26:13,0.150s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:26:13,2019-04-21 07:26:24,11.161s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:24,2019-04-21 07:26:25,0.258s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:26:25,2019-04-21 07:26:28,3.031s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:28,2019-04-21 07:26:28,0.169s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:26:28,2019-04-21 07:26:28,0.158s,PASSED
,,,,,,,
Test Cases/Welcome messages/open Manage Pages,Chrome 73.0.3683.103,,,2019-04-21 07:26:28,2019-04-21 07:26:30,1.528s,PASSED
