Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMS Livechat,Chrome 73.0.3683.103,,,2019-04-21 06:33:45,2019-04-21 06:36:21,2m - 35.626s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kibochat,Chrome 73.0.3683.103,,,2019-04-21 06:33:45,2019-04-21 06:34:26,40.449s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 06:33:46,2019-04-21 06:33:48,2.272s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 06:33:48,2019-04-21 06:33:48,0.156s,PASSED
"navigateToUrl(""https://kibochat.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 06:33:48,2019-04-21 06:34:03,15.129s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kibochat.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:34:03,2019-04-21 06:34:04,0.532s,PASSED
"click(findTestObject(""Page_KiboPush/a_Login (10)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:04,2019-04-21 06:34:05,0.914s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:34:05,2019-04-21 06:34:05,0.384s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 06:34:05,2019-04-21 06:34:05,0.267s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (11)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:05,2019-04-21 06:34:06,0.192s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (58)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:06,2019-04-21 06:34:22,16.670s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 06:34:22,2019-04-21 06:34:25,3.052s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Dashboard/a_SMS (2)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:25,2019-04-21 06:34:26,0.192s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Dashboard/span_Messenger""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:26,2019-04-21 06:34:26,0.170s,PASSED
,,,,,,,
Test Cases/SMS/SMSPlatform,Chrome 73.0.3683.103,,,2019-04-21 06:34:26,2019-04-21 06:34:27,1.644s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:26,2019-04-21 06:34:26,0.142s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:26,2019-04-21 06:34:26,0.171s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:26,2019-04-21 06:34:27,1.007s,PASSED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11188,Chrome 73.0.3683.103,,,2019-04-21 06:34:27,2019-04-21 06:34:30,2.547s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:28,2019-04-21 06:34:28,0.176s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:28,2019-04-21 06:34:29,1.008s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:29,2019-04-21 06:34:29,0.168s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:29,2019-04-21 06:34:30,1.005s,PASSED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11189,Chrome 73.0.3683.103,,,2019-04-21 06:34:30,2019-04-21 06:34:33,2.800s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:30,2019-04-21 06:34:30,0.283s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:30,2019-04-21 06:34:31,1.009s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:31,2019-04-21 06:34:32,0.291s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:32,2019-04-21 06:34:33,1.003s,PASSED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11190,Chrome 73.0.3683.103,,,2019-04-21 06:34:33,2019-04-21 06:35:07,33.910s,FAILED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:33,2019-04-21 06:34:33,0.247s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:33,2019-04-21 06:34:34,1.008s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:34,2019-04-21 06:34:34,0.216s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:34:34,2019-04-21 06:34:35,1.006s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Live Chat/span_Faizan""))",Chrome 73.0.3683.103,,,2019-04-21 06:34:35,2019-04-21 06:35:07,31.278s,FAILED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11191,Chrome 73.0.3683.103,,,2019-04-21 06:35:07,2019-04-21 06:35:41,33.823s,FAILED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:07,2019-04-21 06:35:07,0.241s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:07,2019-04-21 06:35:08,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:08,2019-04-21 06:35:08,0.245s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:08,2019-04-21 06:35:09,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Live Chat/div_Anisha wrote""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:09,2019-04-21 06:35:41,31.122s,FAILED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11192,Chrome 73.0.3683.103,,,2019-04-21 06:35:41,2019-04-21 06:35:43,2.844s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:41,2019-04-21 06:35:41,0.217s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:41,2019-04-21 06:35:42,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:42,2019-04-21 06:35:42,0.213s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:42,2019-04-21 06:35:43,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Live Chat/div_I am Anisha And testing the chat_m-card-profile__pic""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:43,2019-04-21 06:35:43,0.272s,PASSED
,,,,,,,
Test Cases/SMS/Sms Livechat/TC11193,Chrome 73.0.3683.103,,,2019-04-21 06:35:43,2019-04-21 06:36:20,37.075s,FAILED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:44,2019-04-21 06:35:44,0.246s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:44,2019-04-21 06:35:45,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboChat  Dashboard/span_Live Chat (Beta)""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:45,2019-04-21 06:35:45,0.170s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:35:45,2019-04-21 06:35:46,1.008s,PASSED
"setText(findTestObject(""Page_KiboChat  Live Chat/input_User Guide_generalSearch""), ""anisha"")",Chrome 73.0.3683.103,,,2019-04-21 06:35:46,2019-04-21 06:35:46,0.328s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 06:35:46,2019-04-21 06:35:49,3.003s,PASSED
"click(findTestObject(""Page_KiboChat  Live Chat/span_Anisha (1)""))",Chrome 73.0.3683.103,,,2019-04-21 06:35:49,2019-04-21 06:36:20,31.105s,FAILED
