Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Message Us,Chrome 73.0.3683.103,,,2019-04-21 06:59:00,2019-04-21 07:00:06,1m - 5.933s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 06:59:00,2019-04-21 06:59:55,54.814s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 06:59:01,2019-04-21 06:59:06,5.537s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 06:59:06,2019-04-21 06:59:07,0.144s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 06:59:07,2019-04-21 06:59:14,7.735s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:59:14,2019-04-21 06:59:15,0.507s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:15,2019-04-21 06:59:16,1.028s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:59:16,2019-04-21 06:59:16,0.369s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 06:59:16,2019-04-21 06:59:16,0.231s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:17,2019-04-21 06:59:17,0.187s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 06:59:17,2019-04-21 06:59:51,34.719s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:51,2019-04-21 06:59:52,0.319s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 06:59:52,2019-04-21 06:59:55,3.052s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:55,2019-04-21 06:59:55,0.162s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:55,2019-04-21 06:59:55,0.223s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 06:59:55,2019-04-21 06:59:57,2.006s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 06:59:55,2019-04-21 06:59:56,0.788s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 06:59:56,2019-04-21 06:59:57,1.003s,PASSED
,,,,,,,
Test Cases/Message Us/TC11016,Chrome 73.0.3683.103,,,2019-04-21 06:59:57,2019-04-21 06:59:59,1.523s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 06:59:57,2019-04-21 06:59:59,1.404s,PASSED
,,,,,,,
Test Cases/Message Us/TC11021,Chrome 73.0.3683.103,,,2019-04-21 06:59:59,2019-04-21 07:00:00,1.416s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 06:59:59,2019-04-21 07:00:00,1.216s,PASSED
,,,,,,,
Test Cases/Message Us/TC11017,Chrome 73.0.3683.103,,,2019-04-21 07:00:00,2019-04-21 07:00:02,1.434s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:00:00,2019-04-21 07:00:02,1.210s,PASSED
,,,,,,,
Test Cases/Message Us/TC11018,Chrome 73.0.3683.103,,,2019-04-21 07:00:02,2019-04-21 07:00:03,1.283s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:00:02,2019-04-21 07:00:03,1.159s,PASSED
,,,,,,,
Test Cases/Message Us/TC11019,Chrome 73.0.3683.103,,,2019-04-21 07:00:03,2019-04-21 07:00:04,1.297s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:00:03,2019-04-21 07:00:04,1.162s,PASSED
,,,,,,,
Test Cases/Message Us/TC11020,Chrome 73.0.3683.103,,,2019-04-21 07:00:04,2019-04-21 07:00:06,1.467s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:00:04,2019-04-21 07:00:06,1.272s,PASSED
