Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ManagePages,Chrome 73.0.3683.103,,,2019-04-21 07:16:35,2019-04-21 07:18:32,1m - 57.842s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:16:35,2019-04-21 07:17:17,41.872s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:16:35,2019-04-21 07:16:38,2.478s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:16:38,2019-04-21 07:16:38,0.162s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:16:38,2019-04-21 07:16:45,7.058s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:16:45,2019-04-21 07:16:46,0.505s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:16:46,2019-04-21 07:16:47,0.995s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:16:47,2019-04-21 07:16:47,0.351s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:16:47,2019-04-21 07:16:47,0.254s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:16:47,2019-04-21 07:16:47,0.153s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:16:47,2019-04-21 07:17:13,25.773s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:13,2019-04-21 07:17:13,0.247s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:17:13,2019-04-21 07:17:16,3.063s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:16,2019-04-21 07:17:17,0.183s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:17,2019-04-21 07:17:17,0.136s,PASSED
,,,,,,,
Test Cases/Welcome messages/open Manage Pages,Chrome 73.0.3683.103,,,2019-04-21 07:17:17,2019-04-21 07:17:18,1.500s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Manage Pages""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:17,2019-04-21 07:17:17,0.196s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:17:17,2019-04-21 07:17:18,1.015s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0402,Chrome 73.0.3683.103,Test documentation link,,2019-04-21 07:17:18,2019-04-21 07:17:21,2.916s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:17:18,2019-04-21 07:17:21,2.580s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_documentation (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:21,2019-04-21 07:17:21,0.214s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0403,Chrome 73.0.3683.103,Test video tutorial,,2019-04-21 07:17:21,2019-04-21 07:17:24,2.828s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:17:21,2019-04-21 07:17:24,2.378s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_video tutorial (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:24,2019-04-21 07:17:24,0.188s,PASSED
,,,,,,,
Test Cases/Manage Pages TestCases/TC0404,Chrome 73.0.3683.103,View all pages,,2019-04-21 07:17:24,2019-04-21 07:17:29,4.891s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:17:24,2019-04-21 07:17:27,2.485s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 07:17:27,2019-04-21 07:17:29,2.005s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:17:29,2019-04-21 07:17:29,0.014s,PASSED
"Table = driver.findElements(By.xpath(""//table/tbody/tr""))",Chrome 73.0.3683.103,,,2019-04-21 07:17:29,2019-04-21 07:17:29,0.046s,PASSED
