Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Discover Tabs,Chrome 73.0.3683.103,,,2019-04-20 18:11:00,2019-04-20 18:12:17,1m - 16.721s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 18:11:01,2019-04-20 18:11:57,56.193s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 18:11:01,2019-04-20 18:11:16,14.255s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 18:11:16,2019-04-20 18:11:16,0.125s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 18:11:16,2019-04-20 18:11:28,12.677s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 18:11:28,2019-04-20 18:11:29,0.499s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:29,2019-04-20 18:11:30,1.239s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 18:11:30,2019-04-20 18:11:31,0.518s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 18:11:31,2019-04-20 18:11:31,0.305s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:31,2019-04-20 18:11:31,0.179s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 18:11:31,2019-04-20 18:11:53,22.245s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:53,2019-04-20 18:11:54,0.239s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 18:11:54,2019-04-20 18:11:57,3.104s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:57,2019-04-20 18:11:57,0.174s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:57,2019-04-20 18:11:57,0.158s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 18:11:57,2019-04-20 18:11:59,1.632s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 18:11:58,2019-04-20 18:11:58,0.310s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 18:11:58,2019-04-20 18:11:59,1.003s,PASSED
,,,,,,,
Test Cases/Discover Tabs/TC1077,Chrome 73.0.3683.103,,,2019-04-20 18:11:59,2019-04-20 18:12:02,3.052s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Discover Tabs""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 18:11:59,2019-04-20 18:12:02,2.582s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-20 18:12:02,2019-04-20 18:12:02,0.333s,PASSED
,,,,,,,
Test Cases/Discover Tabs/TC1078,Chrome 73.0.3683.103,,,2019-04-20 18:12:02,2019-04-20 18:12:05,2.899s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Discover Tabs""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 18:12:02,2019-04-20 18:12:05,2.319s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-20 18:12:05,2019-04-20 18:12:05,0.306s,PASSED
,,,,,,,
Test Cases/Discover Tabs/TC1079,Chrome 73.0.3683.103,,,2019-04-20 18:12:05,2019-04-20 18:12:08,3.031s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Discover Tabs""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 18:12:05,2019-04-20 18:12:08,2.442s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-20 18:12:08,2019-04-20 18:12:08,0.243s,PASSED
,,,,,,,
Test Cases/Discover Tabs/TC1080,Chrome 73.0.3683.103,,,2019-04-20 18:12:08,2019-04-20 18:12:12,3.908s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Discover Tabs""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 18:12:08,2019-04-20 18:12:12,3.480s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-20 18:12:12,2019-04-20 18:12:12,0.226s,PASSED
,,,,,,,
Test Cases/Discover Tabs/TC1081,Chrome 73.0.3683.103,,,2019-04-20 18:12:12,2019-04-20 18:12:15,2.881s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Discover Tabs""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 18:12:12,2019-04-20 18:12:15,2.535s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-20 18:12:15,2019-04-20 18:12:15,0.151s,PASSED
