Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Comment Capture,Chrome 73.0.3683.103,,,2019-04-20 16:33:18,2019-04-20 16:35:27,2m - 9.184s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 16:33:18,2019-04-20 16:34:12,53.249s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 16:33:19,2019-04-20 16:33:28,9.261s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 16:33:28,2019-04-20 16:33:28,0.155s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 16:33:28,2019-04-20 16:33:39,10.881s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 16:33:39,2019-04-20 16:33:40,0.535s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 16:33:40,2019-04-20 16:33:41,0.981s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 16:33:41,2019-04-20 16:33:41,0.368s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 16:33:41,2019-04-20 16:33:41,0.338s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 16:33:41,2019-04-20 16:33:42,0.151s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 16:33:42,2019-04-20 16:34:08,26.321s,PASSED
