Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
InviteSubscribers,Chrome 73.0.3683.103,,,2019-04-21 07:13:21,2019-04-21 07:14:19,57.958s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:13:21,2019-04-21 07:14:06,45.425s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:13:22,2019-04-21 07:13:24,2.309s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:13:24,2019-04-21 07:13:24,0.139s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:13:24,2019-04-21 07:13:33,8.688s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:13:33,2019-04-21 07:13:33,0.584s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:33,2019-04-21 07:13:34,0.957s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:13:34,2019-04-21 07:13:35,0.325s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:13:35,2019-04-21 07:13:35,0.242s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:35,2019-04-21 07:13:35,0.189s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:13:35,2019-04-21 07:14:03,27.733s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:14:03,2019-04-21 07:14:03,0.248s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:14:03,2019-04-21 07:14:06,3.043s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:14:06,2019-04-21 07:14:06,0.200s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:14:06,2019-04-21 07:14:06,0.160s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 07:14:06,2019-04-21 07:14:08,1.581s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:14:07,2019-04-21 07:14:07,0.247s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:14:07,2019-04-21 07:14:08,1.004s,PASSED
,,,,,,,
