Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMS,Chrome 73.0.3683.103,,,2019-04-21 05:36:28,2019-04-21 05:37:42,1m - 13.354s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 05:36:29,2019-04-21 05:37:33,1m - 3.566s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 05:36:30,2019-04-21 05:36:44,14.240s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 05:36:44,2019-04-21 05:36:44,0.133s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 05:36:44,2019-04-21 05:36:55,10.828s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 05:36:55,2019-04-21 05:36:57,2.072s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 05:36:57,2019-04-21 05:37:01,3.437s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 05:37:01,2019-04-21 05:37:02,1.657s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 05:37:02,2019-04-21 05:37:05,2.505s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:05,2019-04-21 05:37:05,0.222s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 05:37:05,2019-04-21 05:37:29,23.617s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:29,2019-04-21 05:37:29,0.786s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 05:37:29,2019-04-21 05:37:32,3.058s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:32,2019-04-21 05:37:33,0.256s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:33,2019-04-21 05:37:33,0.232s,PASSED
,,,,,,,
Test Cases/SMS/SMSPlatform,Chrome 73.0.3683.103,,,2019-04-21 05:37:33,2019-04-21 05:37:35,1.839s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:33,2019-04-21 05:37:34,0.267s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:34,2019-04-21 05:37:34,0.181s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 05:37:34,2019-04-21 05:37:35,1.003s,PASSED
,,,,,,,
Test Cases/SMS/sms broadcast/TC11172,Chrome 73.0.3683.103,,,2019-04-21 05:37:35,2019-04-21 05:37:40,5.568s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:35,2019-04-21 05:37:36,0.290s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 05:37:36,2019-04-21 05:37:37,1.003s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Broadcasting (1)""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:37,2019-04-21 05:37:37,0.169s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 05:37:37,2019-04-21 05:37:38,1.004s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Dashboard/span_Broadcasts""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:38,2019-04-21 05:37:38,0.196s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 05:37:38,2019-04-21 05:37:39,1.002s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Broadcasts/h3_Broadcasts""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:39,2019-04-21 05:37:39,0.173s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 05:37:39,2019-04-21 05:37:40,1.005s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 05:37:40,2019-04-21 05:37:40,0.048s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""ajax_data""]/table/tbody""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:40,2019-04-21 05:37:40,0.131s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 73.0.3683.103,,,2019-04-21 05:37:40,2019-04-21 05:37:40,0.086s,PASSED
"verifyGreaterThanOrEqual(rows_table.size(), 1)",Chrome 73.0.3683.103,,,2019-04-21 05:37:40,2019-04-21 05:37:40,0.046s,PASSED
