Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
InviteSubscribers,Chrome 73.0.3683.103,,,2019-04-20 17:47:55,2019-04-20 17:48:58,1m - 3.630s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 17:47:55,2019-04-20 17:48:49,54.002s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 17:47:56,2019-04-20 17:48:03,6.759s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 17:48:03,2019-04-20 17:48:03,0.148s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 17:48:03,2019-04-20 17:48:14,11.023s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:48:14,2019-04-20 17:48:15,0.953s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:15,2019-04-20 17:48:16,1.786s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:48:16,2019-04-20 17:48:17,0.524s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 17:48:17,2019-04-20 17:48:18,0.926s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:18,2019-04-20 17:48:18,0.217s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 17:48:18,2019-04-20 17:48:46,27.504s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:46,2019-04-20 17:48:46,0.197s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 17:48:46,2019-04-20 17:48:49,3.046s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:49,2019-04-20 17:48:49,0.184s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:49,2019-04-20 17:48:49,0.148s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 17:48:49,2019-04-20 17:48:51,1.451s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:49,2019-04-20 17:48:50,0.212s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:48:50,2019-04-20 17:48:51,1.003s,PASSED
,,,,,,,
Test Cases/Invite subscribers/TC0681,Chrome 73.0.3683.103,Test share page,,2019-04-20 17:48:51,2019-04-20 17:48:55,4.385s,PASSED
"callTestCase(findTestCase(""Subscriber TestCases/TC0678""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:48:51,2019-04-20 17:48:55,3.673s,PASSED
"click(findTestObject(""Page_KiboPush  Invite Subscribers/span_Share Page""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:55,2019-04-20 17:48:55,0.520s,PASSED
,,,,,,,
Test Cases/Invite subscribers/TC0682,Chrome 73.0.3683.103,Test copy link,,2019-04-20 17:48:55,2019-04-20 17:48:58,2.707s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite Subscriber""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:48:55,2019-04-20 17:48:57,1.893s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Invite Subscribers/button_Copy Link (1)""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:57,2019-04-20 17:48:58,0.220s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Invite Subscribers/div_Link Copied Successfully""))",Chrome 73.0.3683.103,,,2019-04-20 17:48:58,2019-04-20 17:48:58,0.350s,PASSED
