Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KiboLite,Chrome 73.0.3683.103,,,2019-04-21 04:29:04,2019-04-21 04:30:52,1m - 48.214s,FAILED
,,,,,,,
Test Cases/KiboLite/login,Chrome 73.0.3683.103,,,2019-04-21 04:29:04,2019-04-21 04:30:02,57.628s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 04:29:05,2019-04-21 04:29:17,12.211s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 04:29:17,2019-04-21 04:29:17,0.144s,PASSED
"navigateToUrl(""https://kibolite.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 04:29:17,2019-04-21 04:29:27,10.425s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=http://kibolite.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:29:27,2019-04-21 04:29:28,0.536s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:29:28,2019-04-21 04:29:29,1.134s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:29:29,2019-04-21 04:29:29,0.313s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 04:29:29,2019-04-21 04:29:30,0.260s,PASSED
"click(findTestObject(""Page_CloudKibo/button_Sign In (4) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:29:30,2019-04-21 04:29:30,0.146s,PASSED
"click(findTestObject(""Page_ Dashboard/h3_Dashboard (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:29:30,2019-04-21 04:29:58,28.435s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 04:29:58,2019-04-21 04:30:01,3.089s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:30:01,2019-04-21 04:30:02,0.235s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:30:02,2019-04-21 04:30:02,0.211s,PASSED
,,,,,,,
Test Cases/KiboLite/open broadcast,Chrome 73.0.3683.103,,,2019-04-21 04:30:02,2019-04-21 04:30:05,3.103s,PASSED
"click(findTestObject(""Page_KiboPush  Subscribers/span_Subscribers (5)""))",Chrome 73.0.3683.103,,,2019-04-21 04:30:02,2019-04-21 04:30:03,0.445s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:30:03,2019-04-21 04:30:04,1.011s,PASSED
"click(findTestObject(""Page_ Dashboard/span_Broadcast""))",Chrome 73.0.3683.103,,,2019-04-21 04:30:04,2019-04-21 04:30:04,0.374s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:30:04,2019-04-21 04:30:05,1.014s,PASSED
,,,,,,,
Test Cases/KiboLite/TC11077,Chrome 73.0.3683.103,Test Sign in to KiboLite,,2019-04-21 04:30:05,2019-04-21 04:30:05,0.240s,PASSED
return null,Chrome 73.0.3683.103,,,2019-04-21 04:30:05,2019-04-21 04:30:05,0.001s,PASSED
,,,,,,,
Test Cases/KiboLite/TC11079,Chrome 73.0.3683.103,,,2019-04-21 04:30:05,2019-04-21 04:30:18,12.575s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-21 04:30:06,2019-04-21 04:30:08,2.006s,PASSED
"click(findTestObject(""Page_ Dashboard/span_Broadcast""))",Chrome 73.0.3683.103,,,2019-04-21 04:30:08,2019-04-21 04:30:08,0.110s,PASSED
"csv = getProjectDir() + ""/sampleFile.csv""",Chrome 73.0.3683.103,,,2019-04-21 04:30:08,2019-04-21 04:30:08,0.003s,PASSED
"uploadFile(findTestObject(""Object Repository/Page_ Business Gateway/h4_sampleFilecsv""), csv)",Chrome 73.0.3683.103,,,2019-04-21 04:30:08,2019-04-21 04:30:08,0.161s,PASSED
delay(10),Chrome 73.0.3683.103,,,2019-04-21 04:30:08,2019-04-21 04:30:18,10.004s,PASSED
,,,,,,,
Test Cases/KiboLite/TC11081,Chrome 73.0.3683.103,,,2019-04-21 04:30:18,2019-04-21 04:30:52,33.785s,FAILED
"callTestCase(findTestCase(""KiboLite/TC11079""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:30:18,2019-04-21 04:30:52,33.552s,FAILED
