Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Messenger Code,Chrome 73.0.3683.103,,,2019-04-21 07:12:20,2019-04-21 07:13:18,58.023s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:12:20,2019-04-21 07:13:05,44.211s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:12:21,2019-04-21 07:12:23,2.179s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:12:23,2019-04-21 07:12:23,0.187s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:12:23,2019-04-21 07:12:31,8.049s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:12:31,2019-04-21 07:12:32,0.593s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:12:32,2019-04-21 07:12:33,0.806s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:12:33,2019-04-21 07:12:33,0.365s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:12:33,2019-04-21 07:12:33,0.312s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:12:33,2019-04-21 07:12:34,0.161s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:12:34,2019-04-21 07:13:01,27.085s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:01,2019-04-21 07:13:01,0.606s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:13:01,2019-04-21 07:13:04,3.047s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:04,2019-04-21 07:13:04,0.189s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:04,2019-04-21 07:13:05,0.173s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 07:13:05,2019-04-21 07:13:07,2.101s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:05,2019-04-21 07:13:06,0.786s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:13:06,2019-04-21 07:13:07,1.013s,PASSED
,,,,,,,
Test Cases/MessengerCode/TC1073,Chrome 73.0.3683.103,,,2019-04-21 07:13:07,2019-04-21 07:13:10,2.887s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Code""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:13:07,2019-04-21 07:13:09,2.570s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:09,2019-04-21 07:13:10,0.191s,PASSED
,,,,,,,
Test Cases/MessengerCode/TC1074,Chrome 73.0.3683.103,,,2019-04-21 07:13:10,2019-04-21 07:13:12,2.749s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Code""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:13:10,2019-04-21 07:13:12,2.333s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_video tutorial""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:12,2019-04-21 07:13:12,0.165s,PASSED
,,,,,,,
Test Cases/MessengerCode/TC1075,Chrome 73.0.3683.103,,,2019-04-21 07:13:12,2019-04-21 07:13:15,2.818s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Code""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:13:13,2019-04-21 07:13:15,2.452s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:15,2019-04-21 07:13:15,0.187s,PASSED
,,,,,,,
Test Cases/MessengerCode/TC1076,Chrome 73.0.3683.103,,,2019-04-21 07:13:15,2019-04-21 07:13:18,2.763s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Code""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:13:15,2019-04-21 07:13:18,2.446s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-21 07:13:18,2019-04-21 07:13:18,0.152s,PASSED
