Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Messenger Ads,Chrome 73.0.3683.103,,,2019-04-21 07:00:08,2019-04-21 07:01:47,1m - 38.482s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:00:09,2019-04-21 07:00:57,48.218s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:00:09,2019-04-21 07:00:11,2.253s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:00:11,2019-04-21 07:00:12,0.146s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:00:12,2019-04-21 07:00:24,12.307s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:00:24,2019-04-21 07:00:24,0.536s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:24,2019-04-21 07:00:25,0.882s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:00:25,2019-04-21 07:00:26,0.524s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:00:26,2019-04-21 07:00:26,0.286s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:26,2019-04-21 07:00:26,0.159s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:00:26,2019-04-21 07:00:53,27.027s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:53,2019-04-21 07:00:54,0.223s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:00:54,2019-04-21 07:00:57,3.039s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:57,2019-04-21 07:00:57,0.182s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:57,2019-04-21 07:00:57,0.161s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 07:00:57,2019-04-21 07:00:58,1.490s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:00:57,2019-04-21 07:00:57,0.166s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:00:57,2019-04-21 07:00:58,1.008s,PASSED
,,,,,,,
Test Cases/Messenger Ads/TC1072,Chrome 73.0.3683.103,,,2019-04-21 07:00:58,2019-04-21 07:01:01,3.012s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Ads""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:00:59,2019-04-21 07:01:01,2.618s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-21 07:01:01,2019-04-21 07:01:01,0.262s,PASSED
,,,,,,,
Test Cases/Messenger Ads/TC1059,Chrome 73.0.3683.103,,,2019-04-21 07:01:01,2019-04-21 07:01:04,2.833s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Messenger Ads""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 07:01:02,2019-04-21 07:01:04,2.337s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Messenger Code/a_documentation""))",Chrome 73.0.3683.103,,,2019-04-21 07:01:04,2019-04-21 07:01:04,0.206s,PASSED
,,,,,,,
Test Cases/Messenger Ads/TC1069,Chrome 73.0.3683.103,,,2019-04-21 07:01:04,2019-04-21 07:01:07,2.914s,PASSED
