Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Message Us,Chrome 73.0.3683.103,,,2019-04-21 04:01:47,2019-04-21 04:02:44,56.493s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 04:01:48,2019-04-21 04:02:31,43.562s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 04:01:49,2019-04-21 04:01:54,5.597s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 04:01:54,2019-04-21 04:01:54,0.165s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 04:01:54,2019-04-21 04:02:07,12.576s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:02:07,2019-04-21 04:02:07,0.492s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:07,2019-04-21 04:02:08,0.858s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:02:08,2019-04-21 04:02:09,0.341s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 04:02:09,2019-04-21 04:02:09,0.207s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:09,2019-04-21 04:02:09,0.176s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 04:02:09,2019-04-21 04:02:28,18.771s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:28,2019-04-21 04:02:28,0.263s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 04:02:28,2019-04-21 04:02:31,3.058s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:31,2019-04-21 04:02:31,0.153s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:31,2019-04-21 04:02:31,0.186s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-21 04:02:31,2019-04-21 04:02:33,1.633s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-21 04:02:32,2019-04-21 04:02:32,0.405s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:02:32,2019-04-21 04:02:33,1.010s,PASSED
,,,,,,,
Test Cases/Message Us/TC11016,Chrome 73.0.3683.103,,,2019-04-21 04:02:33,2019-04-21 04:02:35,2.099s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:33,2019-04-21 04:02:35,1.940s,FAILED
,,,,,,,
Test Cases/Message Us/TC11021,Chrome 73.0.3683.103,,,2019-04-21 04:02:35,2019-04-21 04:02:37,1.794s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:35,2019-04-21 04:02:37,1.578s,FAILED
,,,,,,,
Test Cases/Message Us/TC11017,Chrome 73.0.3683.103,,,2019-04-21 04:02:37,2019-04-21 04:02:39,1.585s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:37,2019-04-21 04:02:39,1.406s,FAILED
,,,,,,,
Test Cases/Message Us/TC11018,Chrome 73.0.3683.103,,,2019-04-21 04:02:39,2019-04-21 04:02:40,1.554s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:39,2019-04-21 04:02:40,1.438s,FAILED
,,,,,,,
Test Cases/Message Us/TC11019,Chrome 73.0.3683.103,,,2019-04-21 04:02:40,2019-04-21 04:02:42,1.744s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:40,2019-04-21 04:02:42,1.469s,FAILED
,,,,,,,
Test Cases/Message Us/TC11020,Chrome 73.0.3683.103,,,2019-04-21 04:02:42,2019-04-21 04:02:44,1.746s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Message Us""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-21 04:02:42,2019-04-21 04:02:44,1.491s,FAILED
