Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMS Livechat,Chrome 73.0.3683.103,,,2019-04-21 06:55:30,2019-04-21 06:56:57,1m - 27.074s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kibochat,Chrome 73.0.3683.103,,,2019-04-21 06:55:30,2019-04-21 06:56:36,1m - 5.874s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 06:55:31,2019-04-21 06:55:46,15.185s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 06:55:46,2019-04-21 06:55:46,0.142s,PASSED
"navigateToUrl(""https://kibochat.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 06:55:46,2019-04-21 06:55:55,9.287s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kibochat.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:55:55,2019-04-21 06:55:56,0.774s,PASSED
"click(findTestObject(""Page_KiboPush/a_Login (10)""))",Chrome 73.0.3683.103,,,2019-04-21 06:55:56,2019-04-21 06:55:58,1.667s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 06:55:58,2019-04-21 06:55:58,0.301s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 06:55:58,2019-04-21 06:55:58,0.353s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (11)""))",Chrome 73.0.3683.103,,,2019-04-21 06:55:58,2019-04-21 06:55:59,0.239s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (58)""))",Chrome 73.0.3683.103,,,2019-04-21 06:55:59,2019-04-21 06:56:33,33.823s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 06:56:33,2019-04-21 06:56:36,3.071s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Dashboard/a_SMS (2)""))",Chrome 73.0.3683.103,,,2019-04-21 06:56:36,2019-04-21 06:56:36,0.172s,PASSED
