Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
greetingText,Chrome 73.0.3683.103,,,2019-04-20 21:38:36,2019-04-20 21:40:31,1m - 54.890s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 21:38:36,2019-04-20 21:39:55,1m - 18.559s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 21:38:37,2019-04-20 21:38:48,10.546s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 21:38:48,2019-04-20 21:38:48,0.153s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 21:38:48,2019-04-20 21:39:07,19.743s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 21:39:07,2019-04-20 21:39:08,0.702s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:08,2019-04-20 21:39:09,1.282s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 21:39:09,2019-04-20 21:39:10,0.355s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 21:39:10,2019-04-20 21:39:10,0.572s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:10,2019-04-20 21:39:11,0.187s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 21:39:11,2019-04-20 21:39:51,40.346s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:51,2019-04-20 21:39:51,0.301s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 21:39:51,2019-04-20 21:39:54,3.063s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:54,2019-04-20 21:39:54,0.169s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:54,2019-04-20 21:39:55,0.242s,PASSED
,,,,,,,
Test Cases/Welcome messages/open Manage Pages,Chrome 73.0.3683.103,,,2019-04-20 21:39:55,2019-04-20 21:39:56,1.477s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Manage Pages""))",Chrome 73.0.3683.103,,,2019-04-20 21:39:55,2019-04-20 21:39:55,0.228s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 21:39:55,2019-04-20 21:39:56,1.006s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1027,Chrome 73.0.3683.103,Greeting text video tutorial,,2019-04-20 21:39:56,2019-04-20 21:40:03,6.747s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:39:57,2019-04-20 21:40:00,3.180s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/a_video tutorial""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:00,2019-04-20 21:40:00,0.225s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 21:40:00,2019-04-20 21:40:03,3.007s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1028,Chrome 73.0.3683.103,Default greeting text,,2019-04-20 21:40:03,2019-04-20 21:40:08,5.346s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:40:03,2019-04-20 21:40:06,2.514s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-20 21:40:06,2019-04-20 21:40:08,2.003s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-20 21:40:08,2019-04-20 21:40:08,0.113s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:08,2019-04-20 21:40:08,0.126s,PASSED
"verifyNotEqual(textArea.getText(), """")",Chrome 73.0.3683.103,,,2019-04-20 21:40:08,2019-04-20 21:40:08,0.137s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1029,Chrome 73.0.3683.103,Change greeting text,,2019-04-20 21:40:08,2019-04-20 21:40:15,6.814s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:40:09,2019-04-20 21:40:11,2.543s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-20 21:40:11,2019-04-20 21:40:13,2.002s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-20 21:40:13,2019-04-20 21:40:13,0.003s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:13,2019-04-20 21:40:13,0.022s,PASSED
"textArea.sendKeys(""Hello"")",Chrome 73.0.3683.103,,,2019-04-20 21:40:13,2019-04-20 21:40:14,0.261s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/button_Save (3)""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:14,2019-04-20 21:40:14,0.226s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/div_Greeting message saved suc""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:14,2019-04-20 21:40:15,1.299s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1030,Chrome 73.0.3683.103,Change greeting text (empty text),,2019-04-20 21:40:15,2019-04-20 21:40:20,4.969s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:40:16,2019-04-20 21:40:18,2.432s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-20 21:40:18,2019-04-20 21:40:20,2.003s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-20 21:40:20,2019-04-20 21:40:20,0.002s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:20,2019-04-20 21:40:20,0.031s,PASSED
textArea.clear(),Chrome 73.0.3683.103,,,2019-04-20 21:40:20,2019-04-20 21:40:20,0.071s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1032,Chrome 73.0.3683.103,Add user name,,2019-04-20 21:40:20,2019-04-20 21:40:27,6.336s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:40:20,2019-04-20 21:40:23,2.455s,PASSED
delay(2),Chrome 73.0.3683.103,,,2019-04-20 21:40:23,2019-04-20 21:40:25,2.003s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-20 21:40:25,2019-04-20 21:40:25,0.001s,PASSED
"textArea = driver.findElement(By.xpath(""//*[@id=""exampleTextarea""]""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:25,2019-04-20 21:40:25,0.023s,PASSED
"textArea.sendKeys(""arveen"")",Chrome 73.0.3683.103,,,2019-04-20 21:40:25,2019-04-20 21:40:25,0.181s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/button_Save (3)""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:25,2019-04-20 21:40:25,0.206s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  api_settings/div_Greeting message saved suc""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:25,2019-04-20 21:40:27,1.200s,PASSED
,,,,,,,
Test Cases/Greeting text/TC1033,Chrome 73.0.3683.103,View greeting text,,2019-04-20 21:40:27,2019-04-20 21:40:30,3.182s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Greeting Text""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 21:40:27,2019-04-20 21:40:29,2.613s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/a_See how it looks""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:29,2019-04-20 21:40:30,0.168s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Greeting Message/h3_Greeting Message Preview""))",Chrome 73.0.3683.103,,,2019-04-20 21:40:30,2019-04-20 21:40:30,0.147s,PASSED
