Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Landing Pages,Chrome 73.0.3683.103,,,2019-04-20 20:37:28,2019-04-20 20:38:40,1m - 12.723s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 20:37:28,2019-04-20 20:38:37,1m - 8.384s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 20:37:29,2019-04-20 20:37:37,8.170s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 20:37:37,2019-04-20 20:37:37,0.204s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 20:37:37,2019-04-20 20:37:50,12.405s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 20:37:50,2019-04-20 20:37:50,0.603s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 20:37:50,2019-04-20 20:37:51,0.958s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 20:37:51,2019-04-20 20:37:52,0.440s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 20:37:52,2019-04-20 20:37:52,0.278s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 20:37:52,2019-04-20 20:37:52,0.192s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 20:37:52,2019-04-20 20:38:33,40.279s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 20:38:33,2019-04-20 20:38:33,0.558s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 20:38:33,2019-04-20 20:38:36,3.023s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 20:38:36,2019-04-20 20:38:36,0.235s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 20:38:36,2019-04-20 20:38:37,0.204s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 20:38:37,2019-04-20 20:38:38,1.561s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 20:38:37,2019-04-20 20:38:37,0.324s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 20:38:37,2019-04-20 20:38:38,1.003s,PASSED
,,,,,,,
Test Cases/Landing Pages/TC11270,Chrome 73.0.3683.103,,,2019-04-20 20:38:38,2019-04-20 20:38:40,2.087s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Landing Pages""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 20:38:38,2019-04-20 20:38:40,1.887s,FAILED
