Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
KiboLite,Chrome 73.0.3683.103,,,2019-04-21 04:35:48,2019-04-21 04:39:15,3m - 26.709s,PASSED
,,,,,,,
Test Cases/KiboLite/login,Chrome 73.0.3683.103,,,2019-04-21 04:35:48,2019-04-21 04:36:41,52.877s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 04:35:49,2019-04-21 04:36:07,17.872s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 04:36:07,2019-04-21 04:36:07,0.136s,PASSED
"navigateToUrl(""https://kibolite.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 04:36:07,2019-04-21 04:36:19,12.062s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=http://kibolite.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:36:19,2019-04-21 04:36:20,0.693s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:20,2019-04-21 04:36:22,2.392s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 04:36:22,2019-04-21 04:36:23,0.517s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 04:36:23,2019-04-21 04:36:23,0.428s,PASSED
"click(findTestObject(""Page_CloudKibo/button_Sign In (4) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:23,2019-04-21 04:36:23,0.179s,PASSED
"click(findTestObject(""Page_ Dashboard/h3_Dashboard (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:23,2019-04-21 04:36:38,14.382s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 04:36:38,2019-04-21 04:36:41,3.047s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:41,2019-04-21 04:36:41,0.268s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:41,2019-04-21 04:36:41,0.398s,PASSED
,,,,,,,
Test Cases/KiboLite/TC11077,Chrome 73.0.3683.103,Test Sign in to KiboLite,,2019-04-21 04:36:41,2019-04-21 04:36:45,3.709s,PASSED
"click(findTestObject(""Page_KiboPush  Subscribers/span_Subscribers (5)""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:42,2019-04-21 04:36:42,0.531s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:36:42,2019-04-21 04:36:43,1.004s,PASSED
"click(findTestObject(""Page_ Dashboard/span_Broadcast""))",Chrome 73.0.3683.103,,,2019-04-21 04:36:43,2019-04-21 04:36:44,0.530s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 04:36:44,2019-04-21 04:36:45,1.014s,PASSED
,,,,,,,
