Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMS Kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:18:35,2019-04-21 07:22:51,4m - 15.625s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 07:18:36,2019-04-21 07:19:03,26.972s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 07:18:36,2019-04-21 07:18:39,2.396s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 07:18:39,2019-04-21 07:18:39,0.188s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 07:18:39,2019-04-21 07:18:46,6.834s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:18:46,2019-04-21 07:18:46,0.502s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:18:46,2019-04-21 07:18:47,0.935s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 07:18:47,2019-04-21 07:18:47,0.305s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 07:18:47,2019-04-21 07:18:48,0.254s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 07:18:48,2019-04-21 07:18:48,0.166s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 07:18:48,2019-04-21 07:18:59,11.353s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 07:18:59,2019-04-21 07:18:59,0.192s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-21 07:18:59,2019-04-21 07:19:02,3.036s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:02,2019-04-21 07:19:03,0.207s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:03,2019-04-21 07:19:03,0.177s,PASSED
,,,,,,,
Test Cases/SMS/SMSPlatform,Chrome 73.0.3683.103,,,2019-04-21 07:19:03,2019-04-21 07:19:04,1.626s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:03,2019-04-21 07:19:03,0.140s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_SMS (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:03,2019-04-21 07:19:03,0.206s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:03,2019-04-21 07:19:04,1.005s,PASSED
,,,,,,,
Test Cases/SMS/contacts/TC11149,Chrome 73.0.3683.103,,,2019-04-21 07:19:04,2019-04-21 07:19:07,2.427s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:04,2019-04-21 07:19:05,0.140s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:05,2019-04-21 07:19:06,1.011s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Subscribers (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:06,2019-04-21 07:19:06,0.149s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:06,2019-04-21 07:19:07,1.004s,PASSED
,,,,,,,
Test Cases/SMS/contacts/TC11150,Chrome 73.0.3683.103,,,2019-04-21 07:19:07,2019-04-21 07:19:11,3.788s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:07,2019-04-21 07:19:07,0.210s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:07,2019-04-21 07:19:08,1.003s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Subscribers (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:08,2019-04-21 07:19:08,0.140s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:08,2019-04-21 07:19:09,1.004s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Subscribers/h3_Subscribers""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:09,2019-04-21 07:19:09,0.104s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:09,2019-04-21 07:19:10,1.003s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.103,,,2019-04-21 07:19:10,2019-04-21 07:19:10,0.010s,PASSED
"Table = driver.findElement(By.xpath(""//*[@id=""ajax_data""]/table/tbody""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:10,2019-04-21 07:19:11,0.042s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:11,2019-04-21 07:19:11,0.032s,PASSED
"verifyGreaterThanOrEqual(rows_table.size(), 1)",Chrome 73.0.3683.103,,,2019-04-21 07:19:11,2019-04-21 07:19:11,0.017s,PASSED
,,,,,,,
Test Cases/SMS/contacts/TC11151,Chrome 73.0.3683.103,,,2019-04-21 07:19:11,2019-04-21 07:19:13,2.854s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:11,2019-04-21 07:19:11,0.214s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:11,2019-04-21 07:19:12,1.003s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Subscribers (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:12,2019-04-21 07:19:12,0.310s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:12,2019-04-21 07:19:13,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Subscribers/a_next""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:13,2019-04-21 07:19:13,0.134s,PASSED
,,,,,,,
Test Cases/SMS/contacts/TC11152,Chrome 73.0.3683.103,,,2019-04-21 07:19:13,2019-04-21 07:19:16,2.734s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Dashboard""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:14,2019-04-21 07:19:14,0.243s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:14,2019-04-21 07:19:15,1.006s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Subscribers (1)""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:15,2019-04-21 07:19:15,0.190s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-21 07:19:15,2019-04-21 07:19:16,1.012s,PASSED
"click(findTestObject(""Object Repository/Page_KiboEngage  Subscribers/a_previous""))",Chrome 73.0.3683.103,,,2019-04-21 07:19:16,2019-04-21 07:19:16,0.095s,PASSED
,,,,,,,
Test Cases/SMS/contacts/TC11153,Chrome 73.0.3683.103,,,2019-04-21 07:19:16,2019-04-21 07:19:19,2.656s,PASSED
