Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
inviteUsingPhoneNumber,Chrome 73.0.3683.103,,,2019-04-20 17:32:07,2019-04-20 17:33:04,57.441s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 17:32:07,2019-04-20 17:32:53,45.356s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 17:32:08,2019-04-20 17:32:10,2.701s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 17:32:10,2019-04-20 17:32:11,0.157s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 17:32:11,2019-04-20 17:32:20,9.106s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:32:20,2019-04-20 17:32:20,0.498s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:20,2019-04-20 17:32:21,0.939s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:32:21,2019-04-20 17:32:22,0.489s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 17:32:22,2019-04-20 17:32:22,0.328s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:22,2019-04-20 17:32:22,0.224s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 17:32:22,2019-04-20 17:32:49,26.845s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:49,2019-04-20 17:32:49,0.160s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 17:32:49,2019-04-20 17:32:52,3.029s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:52,2019-04-20 17:32:52,0.236s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:52,2019-04-20 17:32:53,0.171s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 17:32:53,2019-04-20 17:32:54,1.668s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:32:53,2019-04-20 17:32:53,0.243s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:32:53,2019-04-20 17:32:54,1.003s,PASSED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0928,Chrome 73.0.3683.103,Test download sample csv file button,,2019-04-20 17:32:54,2019-04-20 17:33:00,5.828s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:32:54,2019-04-20 17:32:59,4.554s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:32:59,2019-04-20 17:33:00,1.003s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/button_Download Sample CSV fil""))",Chrome 73.0.3683.103,,,2019-04-20 17:33:00,2019-04-20 17:33:00,0.130s,PASSED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0929,Chrome 73.0.3683.103,Test view segmented list button,,2019-04-20 17:33:00,2019-04-20 17:33:02,1.738s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:33:00,2019-04-20 17:33:02,1.533s,FAILED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0930,Chrome 73.0.3683.103,View segmented lists,,2019-04-20 17:33:02,2019-04-20 17:33:03,1.112s,FAILED
"callTestCase(findTestCase(""Invite Using Phone Number/TC0928-viewCustomers""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:33:02,2019-04-20 17:33:03,0.738s,FAILED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0938,Chrome 73.0.3683.103,Test back button,,2019-04-20 17:33:03,2019-04-20 17:33:04,1.047s,FAILED
"callTestCase(findTestCase(""Invite Using Phone Number/TC0930""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:33:03,2019-04-20 17:33:04,0.669s,FAILED
