Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
inviteUsingPhoneNumber,Chrome 73.0.3683.103,,,2019-04-20 17:36:18,2019-04-20 17:38:19,2m - 0.589s,PASSED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-20 17:36:19,2019-04-20 17:37:06,47.019s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-20 17:36:19,2019-04-20 17:36:25,5.313s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-20 17:36:25,2019-04-20 17:36:25,0.146s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-20 17:36:25,2019-04-20 17:36:36,10.938s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:36:36,2019-04-20 17:36:36,0.549s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-20 17:36:36,2019-04-20 17:36:37,0.944s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-20 17:36:37,2019-04-20 17:36:38,0.345s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-20 17:36:38,2019-04-20 17:36:38,0.238s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-20 17:36:38,2019-04-20 17:36:38,0.158s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-20 17:36:38,2019-04-20 17:37:02,24.340s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-20 17:37:02,2019-04-20 17:37:03,0.167s,PASSED
delay(3),Chrome 73.0.3683.103,,,2019-04-20 17:37:03,2019-04-20 17:37:06,3.035s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/a_SMS (2) (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:37:06,2019-04-20 17:37:06,0.169s,PASSED
"click(findTestObject(""Page_KiboEngage  Dashboard/span_Messenger (1) (1) (1) (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:37:06,2019-04-20 17:37:06,0.138s,PASSED
,,,,,,,
Test Cases/Invite subscribers/open growth tools,Chrome 73.0.3683.103,,,2019-04-20 17:37:06,2019-04-20 17:37:07,1.417s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Dashboard/span_Growth Tools (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:37:06,2019-04-20 17:37:06,0.167s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:37:06,2019-04-20 17:37:07,1.003s,PASSED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0919,Chrome 73.0.3683.103,Test documentation link,,2019-04-20 17:37:07,2019-04-20 17:37:12,4.854s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:37:07,2019-04-20 17:37:12,4.562s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/a_documentation (3)""))",Chrome 73.0.3683.103,,,2019-04-20 17:37:12,2019-04-20 17:37:12,0.179s,PASSED
,,,,,,,
Test Cases/Invite Using Phone Number/TC0920,Chrome 73.0.3683.103,Test video tutorial,,2019-04-20 17:37:12,2019-04-20 17:37:18,5.865s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Invite using Phone Number""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,,2019-04-20 17:37:12,2019-04-20 17:37:17,4.428s,PASSED
delay(1),Chrome 73.0.3683.103,,,2019-04-20 17:37:17,2019-04-20 17:37:18,1.003s,PASSED
