Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMS,Chrome 73.0.3683.103,,,2019-04-21 05:30:39,2019-04-21 05:34:11,3m - 32.067s,FAILED
,,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage,Chrome 73.0.3683.103,,,2019-04-21 05:30:40,2019-04-21 05:31:46,1m - 6.104s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-04-21 05:30:41,2019-04-21 05:31:06,25.350s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,,2019-04-21 05:31:06,2019-04-21 05:31:07,0.512s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/"")",Chrome 73.0.3683.103,,,2019-04-21 05:31:07,2019-04-21 05:31:15,8.474s,PASSED
"navigateToUrl(""https://accounts.cloudkibo.com/?continue=https://kiboengage.cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 05:31:15,2019-04-21 05:31:17,1.165s,PASSED
"click(findTestObject(""Page_CloudKibo/a_Login (2) (1) (1)""))",Chrome 73.0.3683.103,,,2019-04-21 05:31:17,2019-04-21 05:31:18,1.654s,PASSED
"setText(findTestObject(""Page_KiboPush/input_email (10) (1) (1)""), ""faizan@cloudkibo.com"")",Chrome 73.0.3683.103,,,2019-04-21 05:31:18,2019-04-21 05:31:19,0.649s,PASSED
"setEncryptedText(findTestObject(""Page_CloudKibo/input_Sign In_password (7)""), ""qeJ0sjJnwEs="")",Chrome 73.0.3683.103,,,2019-04-21 05:31:19,2019-04-21 05:31:20,0.719s,PASSED
"click(findTestObject(""Page_KiboPush/button_Sign In (10) (1) (2)""))",Chrome 73.0.3683.103,,,2019-04-21 05:31:20,2019-04-21 05:31:20,0.180s,PASSED
"navigateToUrl(""https://kiboengage.cloudkibo.com/dashboard"")",Chrome 73.0.3683.103,,,2019-04-21 05:31:20,2019-04-21 05:31:42,21.771s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/h3_Dashboard (57)""))",Chrome 73.0.3683.103,,,2019-04-21 05:31:42,2019-04-21 05:31:42,0.231s,PASSED
